Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Brine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Canola Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Canola Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crystallized Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Empowered Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Poison
aeadditions:pattern.fluid:0, ME Fluid Pattern: Amber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biomass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crystallized Obsidian
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: XP
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Residue (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Oil (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Heavy Fuels (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mixed Light Fuels (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§bCool§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§6Hot§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Fuel (§cSearing§r)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crude Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sap
aeadditions:pattern.fluid:0, ME Fluid Pattern: Syrup
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tree Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seed Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biocrude
aeadditions:pattern.fluid:0, ME Fluid Pattern: Grassoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Splash Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Primal Mana
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methane Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Syngas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dense Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Super Dense Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ultra Dense Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Coolant
aeadditions:pattern.fluid:0, ME Fluid Pattern: Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hot Crude Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bitumen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Industrial Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heating Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Reclaimed Industrial Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Petroil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lubricant
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Kerosene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Natural Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Petroleum Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biogas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biofuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: NITAN© 100 Octane Super Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plutonium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Schrabidium Trisulfide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Antimatter
aeadditions:pattern.fluid:0, ME Fluid Pattern: Antischrabidium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen Peroxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Poisonous Mud
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cryogel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Xenon Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: BF Rocket Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mercury
aeadditions:pattern.fluid:0, ME Fluid Pattern: Deuterium-Tritium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen-Deuterium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen-Tritium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Xenon-Mercury Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Balefire Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pandemonium(III)tantalite Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nuclear Waste
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Nuclear Waste
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Low-Pressure Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Stereotypical Green Ooze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Radiated Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Poisonous Mud
aeadditions:pattern.fluid:0, ME Fluid Pattern: Schrabidic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Corium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Volcanic Lava
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plant Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biodiesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
aeadditions:pattern.fluid:0, ME Fluid Pattern: Napalm
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Latex
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sewage
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pink Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protein
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Exhaust Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Flue Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: High Pressure Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Salt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Superheated Molten Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chlorine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creeper Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Lava
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cheese Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Cheese Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nuclear Waste
aeadditions:pattern.fluid:0, ME Fluid Pattern: Purified Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Etching Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Plastic
aeadditions:pattern.fluid:0, ME Fluid Pattern: LPG
aeadditions:pattern.fluid:0, ME Fluid Pattern: Olive Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ironberry Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wildberry Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Grape Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apple Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ale Wort
aeadditions:pattern.fluid:0, ME Fluid Pattern: Honey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ale
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cider
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mead
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wildberry Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hootch
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fire Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
aeadditions:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Yellorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Cyanite
aeadditions:pattern.fluid:0, ME Fluid Pattern: fluid.fuelcolumn
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ichor
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.component:7, 1k ME Gas Storage Component
aeadditions:storage.component:8, 4k ME Gas Storage Component
aeadditions:storage.component:9, 16k ME Gas Storage Component
aeadditions:storage.component:10, 64k ME Gas Storage Component
aeadditions:storage.component:11, 256k ME Gas Storage Component
aeadditions:storage.component:12, 1024k ME Gas Storage Component
aeadditions:storage.component:13, 4096k ME Gas Storage Component
aeadditions:storage.casing:0, Advanced Storage Housing
aeadditions:storage.casing:1, Fluid Storage Housing
aeadditions:storage.casing:2, Gas Storage Housing
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:terminal.gas.wireless, item.com.the9grounds.aeadditions.terminal.gas.wireless.name
aeadditions:gas.item, item.com.the9grounds.aeadditions.gas.item.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, ME Fluid Assembler
aeadditions:fluidfiller, ME Fluid Auto Filler
aeadditions:hardmedrive, Blast resistant ME Drive
aeadditions:vibrantchamberfluid, Fluid Vibration Chamber
aeadditions:gas_interface, ME Gas Interface
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:upgrade:0, Hardened Upgrade Kit
thermalfoundation:upgrade:1, Reinforced Upgrade Kit
thermalfoundation:upgrade:2, Signalum Upgrade Kit
thermalfoundation:upgrade:3, Resonant Upgrade Kit
thermalfoundation:upgrade:33, Reinforced Conversion Kit
thermalfoundation:upgrade:34, Signalum Conversion Kit
thermalfoundation:upgrade:35, Resonant Conversion Kit
thermalfoundation:upgrade:256, Creative Conversion Kit
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram_redprint, Redprint
thermalfoundation:tome_lexicon, Forge Lexicon
thermalfoundation:tome_experience, Tome of Knowledge
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
